Tanggal,Tahun,Bulan,Kabupaten_Kota,Latitude_dd,Longitude_dd,Produksi_Padi_Ton_clean,Suhu_Rata_C_clean,Curah_Hujan_mm_clean,Kelembapan_Persen_clean
2018-11-01,2018,November,Kabupaten Bojonegoro,-7.1657,111.886,30882.32,28.63,5.62,74.13
2018-12-01,2018,Desember,Kabupaten Bojonegoro,-7.1657,111.886,19168.71,27.15,10.02,83.26
2019-01-01,2019,Januari,Kabupaten Bojonegoro,-7.1657,111.886,25497.92,26.83,14.58,87.52
2019-02-01,2019,Februari,Kabupaten Bojonegoro,-7.1657,111.886,42334.99,26.92,11.51,85.13
2019-03-01,2019,Maret,Kabupaten Bojonegoro,-7.1657,111.886,151447.33,26.79,7.58,85.11
2019-04-01,2019,April,Kabupaten Bojonegoro,-7.1657,111.886,173832.85,27.58,8.46,83.94
2019-05-01,2019,Mei,Kabupaten Bojonegoro,-7.1657,111.886,18255.29,27.24,2.44,82.32
2019-06-01,2019,Juni,Kabupaten Bojonegoro,-7.1657,111.886,83824.42,27.08,0.09,74.24
2019-07-01,2019,Juli,Kabupaten Bojonegoro,-7.1657,111.886,71629.02,27.67,0.04,65.11
2019-08-01,2019,Agustus,Kabupaten Bojonegoro,-7.1657,111.886,23908.81,28.37,0.24,58.84
2019-09-01,2019,September,Kabupaten Bojonegoro,-7.1657,111.886,23869.96,28.75,0.82,59.5
2019-10-01,2019,Oktober,Kabupaten Bojonegoro,-7.1657,111.886,28109.01,29.95,0.17,59.08
2019-11-01,2019,November,Kabupaten Bojonegoro,-7.1657,111.886,26672.43,30.48,1.07,60.65
2019-12-01,2019,Desember,Kabupaten Bojonegoro,-7.1657,111.886,22691.13,28.45,7.28,78.34
2020-01-01,2020,Januari,Kabupaten Bojonegoro,-7.1657,111.886,16455.01,27.29,11.08,85.24
2020-02-01,2020,Februari,Kabupaten Bojonegoro,-7.1657,111.886,34413.21,26.84,14.38,87.71
2020-03-01,2020,Maret,Kabupaten Bojonegoro,-7.1657,111.886,101065.38,27.25,8.59,85.89
2020-04-01,2020,April,Kabupaten Bojonegoro,-7.1657,111.886,201732.58,27.51,9.24,84.73
2020-05-01,2020,Mei,Kabupaten Bojonegoro,-7.1657,111.886,62503.05,27.53,6.81,85.57
2020-06-01,2020,Juni,Kabupaten Bojonegoro,-7.1657,111.886,60580.6,26.73,1.87,83.22
2020-07-01,2020,Juli,Kabupaten Bojonegoro,-7.1657,111.886,81926.37,26.48,1.76,79.22
2020-08-01,2020,Agustus,Kabupaten Bojonegoro,-7.1657,111.886,66467.02,27.79,1.28,72.25
2020-09-01,2020,September,Kabupaten Bojonegoro,-7.1657,111.886,31384.47,29.2,1.6,66.11
2020-10-01,2020,Oktober,Kabupaten Bojonegoro,-7.1657,111.886,30442.06,28.79,3.31,70.74
2020-11-01,2020,November,Kabupaten Bojonegoro,-7.1657,111.886,26418.17,28.03,4.97,78.5
2020-12-01,2020,Desember,Kabupaten Bojonegoro,-7.1657,111.886,15527.2,26.6,16.45,85.81
2021-01-01,2021,Januari,Kabupaten Bojonegoro,-7.1657,111.886,18919.35,26.07,13.96,89.6
2021-02-01,2021,Februari,Kabupaten Bojonegoro,-7.1657,111.886,56637.29,26.04,19.7,90.59
2021-03-01,2021,Maret,Kabupaten Bojonegoro,-7.1657,111.886,221428.29,26.48,9.33,85.75
2021-04-01,2021,April,Kabupaten Bojonegoro,-7.1657,111.886,75747.33,26.99,4.26,83.0
2021-05-01,2021,Mei,Kabupaten Bojonegoro,-7.1657,111.886,24344.39,27.45,2.62,83.03
2021-06-01,2021,Juni,Kabupaten Bojonegoro,-7.1657,111.886,100863.21,26.99,4.49,83.44
2021-07-01,2021,Juli,Kabupaten Bojonegoro,-7.1657,111.886,71378.09,26.88,0.29,76.18
2021-08-01,2021,Agustus,Kabupaten Bojonegoro,-7.1657,111.886,7327.66,28.14,1.21,71.47
2021-09-01,2021,September,Kabupaten Bojonegoro,-7.1657,111.886,20833.28,28.33,3.74,71.27
2021-10-01,2021,Oktober,Kabupaten Bojonegoro,-7.1657,111.886,35055.5,28.64,3.11,71.91
2021-11-01,2021,November,Kabupaten Bojonegoro,-7.1657,111.886,20144.64,27.38,10.18,81.35
2021-12-01,2021,Desember,Kabupaten Bojonegoro,-7.1657,111.886,21322.97,26.95,11.93,85.09
2022-01-01,2022,Januari,Kabupaten Bojonegoro,-7.1657,111.886,9362.65,26.43,8.77,87.19
2022-02-01,2022,Februari,Kabupaten Bojonegoro,-7.1657,111.886,74278.61,26.24,11.22,87.99
2022-03-01,2022,Maret,Kabupaten Bojonegoro,-7.1657,111.886,283043.45,26.86,9.31,86.81
2022-04-01,2022,April,Kabupaten Bojonegoro,-7.1657,111.886,42332.37,27.3,6.06,83.16
2022-05-01,2022,Mei,Kabupaten Bojonegoro,-7.1657,111.886,10979.17,27.37,6.98,85.12
2022-06-01,2022,Juni,Kabupaten Bojonegoro,-7.1657,111.886,105282.46,26.51,6.45,85.28
2022-07-01,2022,Juli,Kabupaten Bojonegoro,-7.1657,111.886,72573.51,26.16,3.01,83.89
2022-08-01,2022,Agustus,Kabupaten Bojonegoro,-7.1657,111.886,11806.49,26.88,1.0,78.81
2022-09-01,2022,September,Kabupaten Bojonegoro,-7.1657,111.886,18334.94,28.24,2.72,72.94
2022-10-01,2022,Oktober,Kabupaten Bojonegoro,-7.1657,111.886,25397.75,27.08,7.49,81.38
2022-11-01,2022,November,Kabupaten Bojonegoro,-7.1657,111.886,30820.68,26.91,7.85,84.08
2022-12-01,2022,Desember,Kabupaten Bojonegoro,-7.1657,111.886,20076.86,26.9,10.32,84.2
2023-01-01,2023,Januari,Kabupaten Bojonegoro,-7.1657,111.886,12065.62,26.28,9.86,87.16
2023-02-01,2023,Februari,Kabupaten Bojonegoro,-7.1657,111.886,166942.05,25.89,16.18,89.94
2023-03-01,2023,Maret,Kabupaten Bojonegoro,-7.1657,111.886,179152.2,26.79,6.41,84.81
2023-04-01,2023,April,Kabupaten Bojonegoro,-7.1657,111.886,33277.34,26.98,7.58,84.94
2023-05-01,2023,Mei,Kabupaten Bojonegoro,-7.1657,111.886,42244.38,27.1,2.41,82.9
2023-06-01,2023,Juni,Kabupaten Bojonegoro,-7.1657,111.886,137735.75,27.22,1.35,80.5
2023-07-01,2023,Juli,Kabupaten Bojonegoro,-7.1657,111.886,26462.7,27.0,2.42,75.63
2023-08-01,2023,Agustus,Kabupaten Bojonegoro,-7.1657,111.886,15718.57,28.35,0.24,65.37
2023-09-01,2023,September,Kabupaten Bojonegoro,-7.1657,111.886,22897.35,29.61,0.14,56.69
2023-10-01,2023,Oktober,Kabupaten Bojonegoro,-7.1657,111.886,31371.81,30.81,0.32,58.19
2023-11-01,2023,November,Kabupaten Bojonegoro,-7.1657,111.886,24506.87,29.55,4.5,72.23
2023-12-01,2023,Desember,Kabupaten Bojonegoro,-7.1657,111.886,13587.99,28.0,21.88,81.79
2024-01-01,2024,Januari,Kabupaten Bojonegoro,-7.1657,111.886,15837.66,27.41,9.91,85.8
2024-02-01,2024,Februari,Kabupaten Bojonegoro,-7.1657,111.886,41517.71,27.33,12.41,87.66
2024-03-01,2024,Maret,Kabupaten Bojonegoro,-7.1657,111.886,122138.33,27.52,9.65,87.58
2024-04-01,2024,April,Kabupaten Bojonegoro,-7.1657,111.886,179810.36,28.03,9.26,86.02
2024-05-01,2024,Mei,Kabupaten Bojonegoro,-7.1657,111.886,51399.61,27.93,0.77,82.67
2024-06-01,2024,Juni,Kabupaten Bojonegoro,-7.1657,111.886,82737.06,27.52,3.52,81.37
2024-07-01,2024,Juli,Kabupaten Bojonegoro,-7.1657,111.886,72779.58,27.48,0.98,73.59
2024-08-01,2024,Agustus,Kabupaten Bojonegoro,-7.1657,111.886,34705.98,28.88,0.42,63.18
2024-09-01,2024,September,Kabupaten Bojonegoro,-7.1657,111.886,29925.35,29.03,3.95,69.2
2024-10-01,2024,Oktober,Kabupaten Bojonegoro,-7.1657,111.886,30994.66,29.9,2.24,67.91
2024-11-01,2024,November,Kabupaten Bojonegoro,-7.1657,111.886,31305.84,28.68,7.35,78.09
2024-12-01,2024,Desember,Kabupaten Bojonegoro,-7.1657,111.886,17375.04,26.99,12.19,87.32
2018-01-01,2018,Januari,Kabupaten Bondowoso,-8.0012,113.823,8154.93,23.54,10.16,90.16
2018-02-01,2018,Februari,Kabupaten Bondowoso,-8.0012,113.823,15008.83,23.56,10.93,89.25
2018-03-01,2018,Maret,Kabupaten Bondowoso,-8.0012,113.823,40514.92,23.9,9.2,87.84
2018-04-01,2018,April,Kabupaten Bondowoso,-8.0012,113.823,39903.57,24.29,3.64,86.88
2018-05-01,2018,Mei,Kabupaten Bondowoso,-8.0012,113.823,29549.95,23.5,0.16,86.21
2018-06-01,2018,Juni,Kabupaten Bondowoso,-8.0012,113.823,19214.13,22.93,1.94,85.59
2018-07-01,2018,Juli,Kabupaten Bondowoso,-8.0012,113.823,27867.64,22.43,0.42,80.77
2018-08-01,2018,Agustus,Kabupaten Bondowoso,-8.0012,113.823,19266.87,23.19,0.95,73.97
2018-09-01,2018,September,Kabupaten Bondowoso,-8.0012,113.823,11080.07,24.98,0.07,66.47
2018-10-01,2018,Oktober,Kabupaten Bondowoso,-8.0012,113.823,10170.13,26.79,0.1,61.54
2018-11-01,2018,November,Kabupaten Bondowoso,-8.0012,113.823,17985.68,26.01,6.26,74.38
2018-12-01,2018,Desember,Kabupaten Bondowoso,-8.0012,113.823,15118.56,24.35,7.32,86.01
2019-01-01,2019,Januari,Kabupaten Bondowoso,-8.0012,113.823,19154.67,24.19,12.85,88.32
2019-02-01,2019,Februari,Kabupaten Bondowoso,-8.0012,113.823,16305.45,24.32,11.72,88.09
2019-03-01,2019,Maret,Kabupaten Bondowoso,-8.0012,113.823,30329.06,24.06,7.47,89.24
2019-04-01,2019,April,Kabupaten Bondowoso,-8.0012,113.823,38176.7,24.57,9.11,87.92
2019-05-01,2019,Mei,Kabupaten Bondowoso,-8.0012,113.823,24377.45,23.59,0.78,86.97
2019-06-01,2019,Juni,Kabupaten Bondowoso,-8.0012,113.823,27795.15,22.58,0.1,85.07
2019-07-01,2019,Juli,Kabupaten Bondowoso,-8.0012,113.823,23535.66,22.42,0.04,79.99
2019-08-01,2019,Agustus,Kabupaten Bondowoso,-8.0012,113.823,16481.16,23.31,0.32,72.42
2019-09-01,2019,September,Kabupaten Bondowoso,-8.0012,113.823,14389.28,24.87,0.56,66.57
2019-10-01,2019,Oktober,Kabupaten Bondowoso,-8.0012,113.823,10430.65,26.76,0.16,60.95
2019-11-01,2019,November,Kabupaten Bondowoso,-8.0012,113.823,18853.52,28.02,0.6,58.88
2019-12-01,2019,Desember,Kabupaten Bondowoso,-8.0012,113.823,11543.19,27.12,4.17,70.71
2020-01-01,2020,Januari,Kabupaten Bondowoso,-8.0012,113.823,18181.82,25.25,8.79,83.4
2020-02-01,2020,Februari,Kabupaten Bondowoso,-8.0012,113.823,23444.7,24.41,14.16,88.89
2020-03-01,2020,Maret,Kabupaten Bondowoso,-8.0012,113.823,10395.02,24.66,9.53,87.69
2020-04-01,2020,April,Kabupaten Bondowoso,-8.0012,113.823,59121.56,24.44,9.13,87.51
2020-05-01,2020,Mei,Kabupaten Bondowoso,-8.0012,113.823,27602.76,24.49,7.3,88.29
2020-06-01,2020,Juni,Kabupaten Bondowoso,-8.0012,113.823,26303.89,23.05,1.38,88.08
2020-07-01,2020,Juli,Kabupaten Bondowoso,-8.0012,113.823,27318.26,22.42,0.94,86.22
2020-08-01,2020,Agustus,Kabupaten Bondowoso,-8.0012,113.823,15490.44,23.29,0.81,80.98
2020-09-01,2020,September,Kabupaten Bondowoso,-8.0012,113.823,10428.88,25.01,0.66,73.34
2020-10-01,2020,Oktober,Kabupaten Bondowoso,-8.0012,113.823,13787.52,25.7,4.44,73.74
2020-11-01,2020,November,Kabupaten Bondowoso,-8.0012,113.823,16091.82,25.21,7.2,80.85
2020-12-01,2020,Desember,Kabupaten Bondowoso,-8.0012,113.823,12851.81,23.7,14.6,88.25
2021-01-01,2021,Januari,Kabupaten Bondowoso,-8.0012,113.823,14739.3,23.58,13.65,90.06
2021-02-01,2021,Februari,Kabupaten Bondowoso,-8.0012,113.823,14274.66,23.49,16.43,91.75
2021-03-01,2021,Maret,Kabupaten Bondowoso,-8.0012,113.823,37559.38,23.83,8.79,88.56
2021-04-01,2021,April,Kabupaten Bondowoso,-8.0012,113.823,43022.78,23.79,3.81,86.42
2021-05-01,2021,Mei,Kabupaten Bondowoso,-8.0012,113.823,28852.4,24.03,1.96,86.46
2021-06-01,2021,Juni,Kabupaten Bondowoso,-8.0012,113.823,23350.76,23.8,5.05,86.9
2021-07-01,2021,Juli,Kabupaten Bondowoso,-8.0012,113.823,31927.95,22.47,0.63,85.53
2021-08-01,2021,Agustus,Kabupaten Bondowoso,-8.0012,113.823,15306.49,23.84,0.47,79.97
2021-09-01,2021,September,Kabupaten Bondowoso,-8.0012,113.823,10285.11,24.59,2.71,76.69
2021-10-01,2021,Oktober,Kabupaten Bondowoso,-8.0012,113.823,13332.86,25.77,1.22,71.84
2021-11-01,2021,November,Kabupaten Bondowoso,-8.0012,113.823,12687.96,24.91,9.08,82.26
2021-12-01,2021,Desember,Kabupaten Bondowoso,-8.0012,113.823,13611.81,24.29,13.82,87.61
2022-01-01,2022,Januari,Kabupaten Bondowoso,-8.0012,113.823,14393.68,23.67,10.2,89.25
2022-02-01,2022,Februari,Kabupaten Bondowoso,-8.0012,113.823,13967.88,23.7,10.83,89.43
2022-03-01,2022,Maret,Kabupaten Bondowoso,-8.0012,113.823,37513.22,24.14,10.63,89.36
2022-04-01,2022,April,Kabupaten Bondowoso,-8.0012,113.823,36719.36,24.32,4.49,86.53
2022-05-01,2022,Mei,Kabupaten Bondowoso,-8.0012,113.823,31670.35,24.31,7.26,88.73
2022-06-01,2022,Juni,Kabupaten Bondowoso,-8.0012,113.823,21768.59,23.33,4.44,88.63
2022-07-01,2022,Juli,Kabupaten Bondowoso,-8.0012,113.823,23118.32,22.56,2.04,87.52
2022-08-01,2022,Agustus,Kabupaten Bondowoso,-8.0012,113.823,13506.58,23.11,0.82,84.89
2022-09-01,2022,September,Kabupaten Bondowoso,-8.0012,113.823,10697.93,24.41,2.51,79.23
2022-10-01,2022,Oktober,Kabupaten Bondowoso,-8.0012,113.823,13976.62,23.98,8.94,86.55
2022-11-01,2022,November,Kabupaten Bondowoso,-8.0012,113.823,9697.87,24.22,9.97,87.51
2022-12-01,2022,Desember,Kabupaten Bondowoso,-8.0012,113.823,11647.25,24.05,6.42,87.28
2023-01-01,2023,Januari,Kabupaten Bondowoso,-8.0012,113.823,12534.31,23.58,8.72,88.78
2023-02-01,2023,Februari,Kabupaten Bondowoso,-8.0012,113.823,18119.04,23.4,15.76,91.32
2023-03-01,2023,Maret,Kabupaten Bondowoso,-8.0012,113.823,34054.33,24.18,6.3,87.54
2023-04-01,2023,April,Kabupaten Bondowoso,-8.0012,113.823,36892.04,24.05,7.88,88.9
2023-05-01,2023,Mei,Kabupaten Bondowoso,-8.0012,113.823,28360.25,23.6,1.41,87.26
2023-06-01,2023,Juni,Kabupaten Bondowoso,-8.0012,113.823,25845.35,23.41,0.55,85.88
2023-07-01,2023,Juli,Kabupaten Bondowoso,-8.0012,113.823,23189.07,22.63,2.73,85.64
2023-08-01,2023,Agustus,Kabupaten Bondowoso,-8.0012,113.823,14249.23,23.5,0.11,77.36
2023-09-01,2023,September,Kabupaten Bondowoso,-8.0012,113.823,11439.47,24.8,0.08,68.83
2023-10-01,2023,Oktober,Kabupaten Bondowoso,-8.0012,113.823,15427.25,27.54,0.01,60.4
2023-11-01,2023,November,Kabupaten Bondowoso,-8.0012,113.823,15970.39,27.73,2.53,66.05
2023-12-01,2023,Desember,Kabupaten Bondowoso,-8.0012,113.823,11698.01,25.05,18.6,85.16
2024-01-01,2024,Januari,Kabupaten Bondowoso,-8.0012,113.823,13288.81,24.94,7.9,87.19
2024-02-01,2024,Februari,Kabupaten Bondowoso,-8.0012,113.823,21356.98,24.86,12.4,88.86
2024-03-01,2024,Maret,Kabupaten Bondowoso,-8.0012,113.823,35639.77,24.9,5.4,89.12
2024-04-01,2024,April,Kabupaten Bondowoso,-8.0012,113.823,37076.51,25.24,7.78,88.64
2024-05-01,2024,Mei,Kabupaten Bondowoso,-8.0012,113.823,32077.29,24.61,0.42,86.42
2024-06-01,2024,Juni,Kabupaten Bondowoso,-8.0012,113.823,32642.94,23.98,2.12,86.04
2024-07-01,2024,Juli,Kabupaten Bondowoso,-8.0012,113.823,23243.59,23.08,0.96,82.62
2024-08-01,2024,Agustus,Kabupaten Bondowoso,-8.0012,113.823,16754.43,24.08,0.05,74.1
2024-09-01,2024,September,Kabupaten Bondowoso,-8.0012,113.823,10761.27,26.23,0.8,68.02
2024-10-01,2024,Oktober,Kabupaten Bondowoso,-8.0012,113.823,13128.05,27.35,1.26,65.64
2024-11-01,2024,November,Kabupaten Bondowoso,-8.0012,113.823,12246.11,26.65,5.62,74.69
2024-12-01,2024,Desember,Kabupaten Bondowoso,-8.0012,113.823,11261.93,24.62,13.22,88.08
2018-01-01,2018,Januari,Kabupaten Gresik,-6.923,112.5595,2781.16,27.0,9.01,85.82
2018-02-01,2018,Februari,Kabupaten Gresik,-6.923,112.5595,102755.27,26.75,14.05,86.72
2018-03-01,2018,Maret,Kabupaten Gresik,-6.923,112.5595,57899.01,27.48,9.09,83.28
2018-04-01,2018,April,Kabupaten Gresik,-6.923,112.5595,15551.44,28.19,4.39,81.41
2018-05-01,2018,Mei,Kabupaten Gresik,-6.923,112.5595,57103.19,28.32,0.49,76.81
2018-06-01,2018,Juni,Kabupaten Gresik,-6.923,112.5595,44377.02,28.21,2.07,73.43
2018-07-01,2018,Juli,Kabupaten Gresik,-6.923,112.5595,20766.06,28.2,0.03,65.57
2018-08-01,2018,Agustus,Kabupaten Gresik,-6.923,112.5595,10361.25,28.67,0.54,60.98
2018-09-01,2018,September,Kabupaten Gresik,-6.923,112.5595,18230.62,29.42,0.17,59.74
2018-10-01,2018,Oktober,Kabupaten Gresik,-6.923,112.5595,11663.03,30.25,0.73,60.43
2018-11-01,2018,November,Kabupaten Gresik,-6.923,112.5595,6336.64,29.16,5.57,73.19
2018-12-01,2018,Desember,Kabupaten Gresik,-6.923,112.5595,3877.7,27.78,9.62,81.9
2019-01-01,2019,Januari,Kabupaten Gresik,-6.923,112.5595,6321.88,27.43,15.0,85.96
2019-02-01,2019,Februari,Kabupaten Gresik,-6.923,112.5595,25468.78,27.49,12.26,83.67
2019-03-01,2019,Maret,Kabupaten Gresik,-6.923,112.5595,125024.39,27.53,8.38,83.21
2019-04-01,2019,April,Kabupaten Gresik,-6.923,112.5595,13865.17,28.17,8.5,82.35
2019-05-01,2019,Mei,Kabupaten Gresik,-6.923,112.5595,16753.4,28.22,1.26,78.6
2019-06-01,2019,Juni,Kabupaten Gresik,-6.923,112.5595,80513.07,28.22,0.11,70.74
2019-07-01,2019,Juli,Kabupaten Gresik,-6.923,112.5595,40806.57,28.24,0.03,64.35
2019-08-01,2019,Agustus,Kabupaten Gresik,-6.923,112.5595,14270.22,28.47,0.31,61.38
2019-09-01,2019,September,Kabupaten Gresik,-6.923,112.5595,14105.22,28.9,0.43,61.5
2019-10-01,2019,Oktober,Kabupaten Gresik,-6.923,112.5595,12496.56,30.25,0.09,59.83
2019-11-01,2019,November,Kabupaten Gresik,-6.923,112.5595,14245.9,30.77,0.82,61.71
2019-12-01,2019,Desember,Kabupaten Gresik,-6.923,112.5595,3846.5,29.0,5.72,76.97
2020-01-01,2020,Januari,Kabupaten Gresik,-6.923,112.5595,6451.09,27.96,11.14,83.5
2020-02-01,2020,Februari,Kabupaten Gresik,-6.923,112.5595,33654.14,27.46,15.01,85.92
2020-03-01,2020,Maret,Kabupaten Gresik,-6.923,112.5595,110293.75,27.86,9.18,84.0
2020-04-01,2020,April,Kabupaten Gresik,-6.923,112.5595,63451.68,28.23,10.99,82.48
2020-05-01,2020,Mei,Kabupaten Gresik,-6.923,112.5595,6057.83,28.34,6.86,82.71
2020-06-01,2020,Juni,Kabupaten Gresik,-6.923,112.5595,30704.71,27.67,1.61,80.0
2020-07-01,2020,Juli,Kabupaten Gresik,-6.923,112.5595,90408.2,27.73,0.87,74.29
2020-08-01,2020,Agustus,Kabupaten Gresik,-6.923,112.5595,21227.7,28.68,0.83,68.83
2020-09-01,2020,September,Kabupaten Gresik,-6.923,112.5595,18754.71,30.19,0.44,61.66
2020-10-01,2020,Oktober,Kabupaten Gresik,-6.923,112.5595,13395.53,29.61,3.1,68.06
2020-11-01,2020,November,Kabupaten Gresik,-6.923,112.5595,13048.93,28.71,4.39,77.07
2020-12-01,2020,Desember,Kabupaten Gresik,-6.923,112.5595,268.36,27.36,17.1,83.81
2021-01-01,2021,Januari,Kabupaten Gresik,-6.923,112.5595,2514.4,26.8,15.29,87.58
2021-02-01,2021,Februari,Kabupaten Gresik,-6.923,112.5595,38615.05,26.77,16.9,88.1
2021-03-01,2021,Maret,Kabupaten Gresik,-6.923,112.5595,128026.32,27.09,10.57,84.31
2021-04-01,2021,April,Kabupaten Gresik,-6.923,112.5595,23672.07,27.85,3.39,80.02
2021-05-01,2021,Mei,Kabupaten Gresik,-6.923,112.5595,5377.67,28.46,2.1,78.97
2021-06-01,2021,Juni,Kabupaten Gresik,-6.923,112.5595,95596.82,28.17,4.15,78.73
2021-07-01,2021,Juli,Kabupaten Gresik,-6.923,112.5595,37155.99,27.95,0.27,72.39
2021-08-01,2021,Agustus,Kabupaten Gresik,-6.923,112.5595,12286.86,29.16,0.39,67.04
2021-09-01,2021,September,Kabupaten Gresik,-6.923,112.5595,3529.16,29.14,2.68,68.63
2021-10-01,2021,Oktober,Kabupaten Gresik,-6.923,112.5595,20564.27,29.49,1.93,68.86
2021-11-01,2021,November,Kabupaten Gresik,-6.923,112.5595,10208.79,28.09,9.73,79.06
2021-12-01,2021,Desember,Kabupaten Gresik,-6.923,112.5595,2118.79,27.61,13.28,83.33
2022-01-01,2022,Januari,Kabupaten Gresik,-6.923,112.5595,618.63,27.16,10.15,85.12
2022-02-01,2022,Februari,Kabupaten Gresik,-6.923,112.5595,102194.51,27.0,12.12,85.74
2022-03-01,2022,Maret,Kabupaten Gresik,-6.923,112.5595,90703.72,27.53,10.23,84.99
2022-04-01,2022,April,Kabupaten Gresik,-6.923,112.5595,13965.33,28.09,5.38,80.37
2022-05-01,2022,Mei,Kabupaten Gresik,-6.923,112.5595,14177.11,28.15,7.55,82.81
2022-06-01,2022,Juni,Kabupaten Gresik,-6.923,112.5595,107551.27,27.52,5.17,82.01
2022-07-01,2022,Juli,Kabupaten Gresik,-6.923,112.5595,27669.02,27.13,2.74,80.63
2022-08-01,2022,Agustus,Kabupaten Gresik,-6.923,112.5595,14655.14,28.06,0.71,74.13
2022-09-01,2022,September,Kabupaten Gresik,-6.923,112.5595,6836.77,29.35,2.37,68.12
2022-10-01,2022,Oktober,Kabupaten Gresik,-6.923,112.5595,22863.35,27.85,7.7,79.19
2022-11-01,2022,November,Kabupaten Gresik,-6.923,112.5595,8304.24,27.54,9.44,82.4
2022-12-01,2022,Desember,Kabupaten Gresik,-6.923,112.5595,1703.11,27.6,8.79,82.51
2023-01-01,2023,Januari,Kabupaten Gresik,-6.923,112.5595,6821.87,27.01,9.84,84.77
2023-02-01,2023,Februari,Kabupaten Gresik,-6.923,112.5595,128984.62,26.63,16.7,87.79
2023-03-01,2023,Maret,Kabupaten Gresik,-6.923,112.5595,55184.81,27.39,6.82,83.36
2023-04-01,2023,April,Kabupaten Gresik,-6.923,112.5595,8036.69,27.71,8.58,83.2
2023-05-01,2023,Mei,Kabupaten Gresik,-6.923,112.5595,46894.66,28.0,2.22,79.99
2023-06-01,2023,Juni,Kabupaten Gresik,-6.923,112.5595,88060.65,28.42,0.51,75.66
2023-07-01,2023,Juli,Kabupaten Gresik,-6.923,112.5595,17662.96,28.09,2.31,72.04
2023-08-01,2023,Agustus,Kabupaten Gresik,-6.923,112.5595,16872.25,28.95,0.08,63.86
2023-09-01,2023,September,Kabupaten Gresik,-6.923,112.5595,21069.51,29.79,0.04,58.44
2023-10-01,2023,Oktober,Kabupaten Gresik,-6.923,112.5595,20042.18,30.95,0.07,60.0
2023-11-01,2023,November,Kabupaten Gresik,-6.923,112.5595,7555.77,30.3,3.47,69.84
2023-12-01,2023,Desember,Kabupaten Gresik,-6.923,112.5595,242.61,28.77,24.8,80.32
2024-01-01,2024,Januari,Kabupaten Gresik,-6.923,112.5595,744.29,28.08,9.48,84.3
2024-02-01,2024,Februari,Kabupaten Gresik,-6.923,112.5595,7935.33,27.97,13.38,86.03
2024-03-01,2024,Maret,Kabupaten Gresik,-6.923,112.5595,83438.12,28.22,6.63,85.5
2024-04-01,2024,April,Kabupaten Gresik,-6.923,112.5595,84003.77,28.77,8.8,83.65
2024-05-01,2024,Mei,Kabupaten Gresik,-6.923,112.5595,17876.62,29.03,0.61,78.57
2024-06-01,2024,Juni,Kabupaten Gresik,-6.923,112.5595,30981.83,28.84,2.32,75.89
2024-07-01,2024,Juli,Kabupaten Gresik,-6.923,112.5595,38057.42,28.48,0.88,70.03
2024-08-01,2024,Agustus,Kabupaten Gresik,-6.923,112.5595,11509.83,29.54,0.12,61.11
2024-09-01,2024,September,Kabupaten Gresik,-6.923,112.5595,16839.0,30.08,1.31,64.23
2024-10-01,2024,Oktober,Kabupaten Gresik,-6.923,112.5595,23370.4,31.05,1.13,62.27
2024-11-01,2024,November,Kabupaten Gresik,-6.923,112.5595,13436.79,29.39,6.54,76.33
2024-12-01,2024,Desember,Kabupaten Gresik,-6.923,112.5595,766.13,27.73,13.6,85.43
2018-01-01,2018,Januari,Kabupaten Jember,-8.2335,113.6667,13853.52,23.54,10.16,90.16
2018-02-01,2018,Februari,Kabupaten Jember,-8.2335,113.6667,31838.6,23.56,10.93,89.25
2018-03-01,2018,Maret,Kabupaten Jember,-8.2335,113.6667,165472.05,23.9,9.2,87.84
2018-04-01,2018,April,Kabupaten Jember,-8.2335,113.6667,111530.26,24.29,3.64,86.88
2018-05-01,2018,Mei,Kabupaten Jember,-8.2335,113.6667,40754.12,23.5,0.16,86.21
2018-06-01,2018,Juni,Kabupaten Jember,-8.2335,113.6667,38624.65,22.93,1.94,85.59
2018-07-01,2018,Juli,Kabupaten Jember,-8.2335,113.6667,122318.78,22.43,0.42,80.77
2018-08-01,2018,Agustus,Kabupaten Jember,-8.2335,113.6667,67076.15,23.19,0.95,73.97
2018-09-01,2018,September,Kabupaten Jember,-8.2335,113.6667,23113.48,24.98,0.07,66.47
2018-10-01,2018,Oktober,Kabupaten Jember,-8.2335,113.6667,19357.78,26.79,0.1,61.54
2018-11-01,2018,November,Kabupaten Jember,-8.2335,113.6667,28968.2,26.01,6.26,74.38
2018-12-01,2018,Desember,Kabupaten Jember,-8.2335,113.6667,25901.76,24.35,7.32,86.01
2019-01-01,2019,Januari,Kabupaten Jember,-8.2335,113.6667,29468.15,24.19,12.85,88.32
2019-02-01,2019,Februari,Kabupaten Jember,-8.2335,113.6667,21073.97,24.32,11.72,88.09
2019-03-01,2019,Maret,Kabupaten Jember,-8.2335,113.6667,115230.9,24.06,7.47,89.24
2019-04-01,2019,April,Kabupaten Jember,-8.2335,113.6667,134786.68,24.57,9.11,87.92
2019-05-01,2019,Mei,Kabupaten Jember,-8.2335,113.6667,32701.75,23.59,0.78,86.97
2019-06-01,2019,Juni,Kabupaten Jember,-8.2335,113.6667,26713.72,22.58,0.1,85.07
2019-07-01,2019,Juli,Kabupaten Jember,-8.2335,113.6667,84094.99,22.42,0.04,79.99
